ID,Housing_Price,Year,Postcode,Type,Town_City,District,County,Short_Postcode
{AC07BBCF-D94B-0445-E053-6C04A8C01E31},232000,2020-06-02,BS13 9NF,S,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL,BS13
{AC07BBCF-D954-0445-E053-6C04A8C01E31},322000,2020-05-28,BS7 8RN,T,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL,BS7
{AC07BBCF-D956-0445-E053-6C04A8C01E31},195000,2020-01-30,BS5 8FB,F,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL,BS5
{AC07BBCF-D958-0445-E053-6C04A8C01E31},395000,2020-03-31,BS16 2GT,T,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL,BS16
{AC07BBCF-D959-0445-E053-6C04A8C01E31},125000,2020-05-15,BS5 0DR,F,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL,BS5
{AC07BBCF-D95A-0445-E053-6C04A8C01E31},199950,2020-06-05,BS3 4AQ,F,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL,BS3
{AC07BBCF-D95B-0445-E053-6C04A8C01E31},305000,2020-06-09,BS14 0HL,S,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL,BS14
{AC07BBCF-D95C-0445-E053-6C04A8C01E31},285000,2020-07-06,BS16 1LD,S,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL,BS16
{AC07BBCF-D95D-0445-E053-6C04A8C01E31},435000,2020-05-27,BS6 5JH,T,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL,BS6
{AC07BBCF-D95E-0445-E053-6C04A8C01E31},1110000,2020-06-18,BS9 4DR,D,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL,BS9
{AC07BBCF-D95F-0445-E053-6C04A8C01E31},280000,2020-05-28,BS4 3BX,T,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL,BS4
{AC07BBCF-D960-0445-E053-6C04A8C01E31},345000,2020-05-29,BS7 9SG,T,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL,BS7
{AC07BBCF-D961-0445-E053-6C04A8C01E31},298000,2020-05-15,BS16 5AE,T,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL,BS16
{AC07BBCF-D962-0445-E053-6C04A8C01E31},360000,2020-01-23,BS14 9JF,S,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL,BS14
{AC07BBCF-D963-0445-E053-6C04A8C01E31},392000,2020-06-17,BS14 9RQ,D,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL,BS14
{AC07BBCF-D964-0445-E053-6C04A8C01E31},290000,2020-05-15,BS5 6LJ,T,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL,BS5
{AC07BBCF-D965-0445-E053-6C04A8C01E31},439000,2020-05-01,BS3 3BZ,T,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL,BS3
{AC07BBCF-D966-0445-E053-6C04A8C01E31},675500,2020-05-07,BS4 2NQ,S,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL,BS4
{AC07BBCF-D967-0445-E053-6C04A8C01E31},255000,2020-05-01,BS14 8NH,S,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL,BS14
{AC07BBCF-D968-0445-E053-6C04A8C01E31},310400,2020-06-19,BS8 4LJ,F,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL,BS8
{AC07BBCF-D969-0445-E053-6C04A8C01E31},175000,2020-06-11,BS13 8NH,S,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL,BS13
{AC07BBCF-D96A-0445-E053-6C04A8C01E31},322500,2020-06-16,BS4 2RR,T,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL,BS4
{AC07BBCF-D96B-0445-E053-6C04A8C01E31},196000,2020-06-19,BS5 9QW,T,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL,BS5
{AC07BBCF-D96C-0445-E053-6C04A8C01E31},255000,2020-06-12,BS14 8ST,T,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL,BS14
{AC07BBCF-D96D-0445-E053-6C04A8C01E31},264950,2020-06-26,BS10 6LT,T,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL,BS10
{AC07BBCF-D96E-0445-E053-6C04A8C01E31},220000,2020-06-11,BS14 0EP,T,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL,BS14
{AC07BBCF-D96F-0445-E053-6C04A8C01E31},347500,2020-06-03,BS13 8AX,S,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL,BS13
{AC07BBCF-D970-0445-E053-6C04A8C01E31},295000,2020-05-22,BS5 0JR,T,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL,BS5
{AC07BBCF-D971-0445-E053-6C04A8C01E31},225000,2020-05-21,BS13 7QU,S,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL,BS13
{AC07BBCF-D972-0445-E053-6C04A8C01E31},1100000,2020-05-20,BS9 2DL,D,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL,BS9
{AC07BBCF-D973-0445-E053-6C04A8C01E31},595000,2020-04-24,BS6 7PH,T,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL,BS6
{AC07BBCF-D974-0445-E053-6C04A8C01E31},305000,2020-05-01,BS7 0UW,S,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL,BS7
{AC07BBCF-D975-0445-E053-6C04A8C01E31},315000,2020-05-22,BS13 7HU,T,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL,BS13
{AC07BBCF-D976-0445-E053-6C04A8C01E31},278000,2020-05-29,BS4 4JN,T,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL,BS4
{AC07BBCF-D977-0445-E053-6C04A8C01E31},365000,2020-06-04,BS7 9PR,T,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL,BS7
{AC07BBCF-D978-0445-E053-6C04A8C01E31},296500,2020-06-05,BS9 1PU,F,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL,BS9
{AC07BBCF-D979-0445-E053-6C04A8C01E31},268000,2020-06-08,BS4 2XJ,S,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL,BS4
{AC07BBCF-D97A-0445-E053-6C04A8C01E31},346500,2020-06-09,BS4 2LS,T,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL,BS4
{AC07BBCF-D97B-0445-E053-6C04A8C01E31},275000,2020-06-05,BS14 0NR,T,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL,BS14
{AC07BBCF-D97C-0445-E053-6C04A8C01E31},240000,2020-06-16,BS6 7SP,F,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL,BS6
{AC07BBCF-D97D-0445-E053-6C04A8C01E31},305000,2020-05-22,BS3 3LH,T,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL,BS3
{AC07BBCF-D97E-0445-E053-6C04A8C01E31},305000,2020-05-15,BS3 2EF,T,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL,BS3
{AC07BBCF-D97F-0445-E053-6C04A8C01E31},1240000,2020-06-17,BS6 7JP,S,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL,BS6
{AC07BBCF-D980-0445-E053-6C04A8C01E31},441250,2020-05-12,BS9 4LY,T,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL,BS9
{AC07BBCF-D981-0445-E053-6C04A8C01E31},218500,2020-05-29,BS14 0AQ,S,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL,BS14
{AC07BBCF-D982-0445-E053-6C04A8C01E31},265000,2020-06-25,BS13 7HL,T,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL,BS13
{AC07BBCF-D983-0445-E053-6C04A8C01E31},303000,2020-06-01,BS5 9NU,T,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL,BS5
{AC07BBCF-D984-0445-E053-6C04A8C01E31},340000,2020-06-30,BS4 3DH,T,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL,BS4
{AC07BBCF-D985-0445-E053-6C04A8C01E31},243000,2020-06-02,BS16 4JD,D,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL,BS16
{AC07BBCF-D986-0445-E053-6C04A8C01E31},285000,2020-04-06,BS7 9NF,T,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL,BS7
{AC07BBCF-D987-0445-E053-6C04A8C01E31},716000,2020-06-22,BS6 7TH,T,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL,BS6
{AC07BBCF-D988-0445-E053-6C04A8C01E31},230000,2020-06-16,BS15 1NE,T,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL,BS15
{AC07BBCF-D989-0445-E053-6C04A8C01E31},243000,2020-07-02,BS5 9QR,T,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL,BS5
{AC07BBCF-D98A-0445-E053-6C04A8C01E31},268000,2020-05-22,BS5 8NY,S,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL,BS5
{AC07BBCF-D98B-0445-E053-6C04A8C01E31},950000,2020-06-01,BS8 4LT,S,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL,BS8
{AC07BBCF-D98C-0445-E053-6C04A8C01E31},205000,2020-06-12,BS13 0QA,S,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL,BS13
{AC07BBCF-D98D-0445-E053-6C04A8C01E31},750000,2020-06-23,BS9 4EJ,D,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL,BS9
{AC07BBCF-D98E-0445-E053-6C04A8C01E31},265000,2020-06-10,BS4 1PP,T,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL,BS4
{AC07BBCF-D98F-0445-E053-6C04A8C01E31},285000,2020-02-21,BS4 3ST,T,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL,BS4
{AC07BBCF-D990-0445-E053-6C04A8C01E31},875000,2020-06-09,BS6 5TX,T,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL,BS6
{AC07BBCF-D992-0445-E053-6C04A8C01E31},330000,2020-07-03,BS2 9LW,T,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL,BS2
{AC07BBCF-D993-0445-E053-6C04A8C01E31},400000,2020-05-22,BS13 7BP,S,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL,BS13
{AC07BBCF-D994-0445-E053-6C04A8C01E31},565000,2020-05-13,BS9 4QG,S,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL,BS9
{AC07BBCF-D995-0445-E053-6C04A8C01E31},310000,2020-05-22,BS3 4SB,T,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL,BS3
{AC07BBCF-D996-0445-E053-6C04A8C01E31},1330000,2020-05-20,BS8 3LA,T,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL,BS8
{AC07BBCF-D997-0445-E053-6C04A8C01E31},420000,2020-06-17,BS6 5JJ,T,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL,BS6
{AC07BBCF-D998-0445-E053-6C04A8C01E31},275000,2020-06-12,BS4 4JB,S,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL,BS4
{AC07BBCF-D999-0445-E053-6C04A8C01E31},330000,2020-06-08,BS5 8DB,T,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL,BS5
{AC07BBCF-D99A-0445-E053-6C04A8C01E31},512500,2020-05-07,BS9 4PS,S,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL,BS9
{AC07BBCF-D99B-0445-E053-6C04A8C01E31},485000,2020-05-21,BS14 9EA,D,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL,BS14
{AC07BBCF-D99C-0445-E053-6C04A8C01E31},174000,2020-06-17,BS4 4FF,F,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL,BS4
{AC07BBCF-D99D-0445-E053-6C04A8C01E31},285000,2020-02-12,BS4 2US,S,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL,BS4
{AC07BBCF-D99E-0445-E053-6C04A8C01E31},343500,2020-05-22,BS3 3ED,T,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL,BS3
{AC07BBCF-D99F-0445-E053-6C04A8C01E31},254000,2020-06-26,BS4 4RJ,T,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL,BS4
{AC07BBCF-D9A0-0445-E053-6C04A8C01E31},250000,2020-04-30,BS16 1FF,F,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL,BS16
{AC07BBCF-D9A1-0445-E053-6C04A8C01E31},226000,2020-06-29,BS4 1NP,S,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL,BS4
{AC07BBCF-D9A2-0445-E053-6C04A8C01E31},268000,2020-06-17,BS14 0NJ,T,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL,BS14
{AC07BBCF-D9A3-0445-E053-6C04A8C01E31},398000,2020-06-12,BS6 5QD,T,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL,BS6
{AC07BBCF-D9A4-0445-E053-6C04A8C01E31},350000,2020-06-01,BS8 1BL,F,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL,BS8
{AC07BBCF-D9A5-0445-E053-6C04A8C01E31},235000,2020-06-01,BS4 1UH,T,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL,BS4
{AC07BBCF-D9A6-0445-E053-6C04A8C01E31},350000,2020-05-21,BS3 3AY,T,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL,BS3
{AC07BBCF-D9A7-0445-E053-6C04A8C01E31},275000,2020-03-06,BS4 5BZ,T,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL,BS4
{AC07BBCF-D9A8-0445-E053-6C04A8C01E31},226500,2020-04-15,BS2 8DE,F,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL,BS2
{AC07BBCF-D9A9-0445-E053-6C04A8C01E31},600000,2020-05-01,BS9 3QY,T,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL,BS9
{AC07BBCF-D9AA-0445-E053-6C04A8C01E31},230000,2020-06-18,BS16 2PH,S,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL,BS16
{AC07BBCF-D9AB-0445-E053-6C04A8C01E31},240000,2020-06-05,BS13 7AP,S,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL,BS13
{AC07BBCF-D9AC-0445-E053-6C04A8C01E31},257250,2020-05-27,BS16 3NA,T,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL,BS16
{AC07BBCF-D9AD-0445-E053-6C04A8C01E31},700000,2020-06-04,BS9 1PQ,F,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL,BS9
{AC07BBCF-D9AE-0445-E053-6C04A8C01E31},403250,2020-05-21,BS3 2AP,T,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL,BS3
{AC07BBCF-D9AF-0445-E053-6C04A8C01E31},435000,2020-06-18,BS11 0EL,D,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL,BS11
{AC07BBCF-D9B0-0445-E053-6C04A8C01E31},258500,2020-06-10,BS1 3LL,F,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL,BS1
{AC07BBCF-D9B1-0445-E053-6C04A8C01E31},281800,2020-02-05,BS4 4JN,T,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL,BS4
{AC07BBCF-D9B2-0445-E053-6C04A8C01E31},188000,2020-05-15,BS13 8HB,F,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL,BS13
{AC07BBCF-D9B3-0445-E053-6C04A8C01E31},192500,2020-06-05,BS4 1JY,S,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL,BS4
{AC07BBCF-D9B4-0445-E053-6C04A8C01E31},170000,2020-01-28,BS1 6PB,F,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL,BS1
{AC07BBCF-D9B5-0445-E053-6C04A8C01E31},270000,2020-05-15,BS4 3RZ,T,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL,BS4
{AC07BBCF-D9B7-0445-E053-6C04A8C01E31},555000,2020-04-17,BS8 4QG,T,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL,BS8
{AC07BBCF-D9B8-0445-E053-6C04A8C01E31},255000,2020-05-21,BS8 4RE,F,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL,BS8
{AC07BBCF-D9B9-0445-E053-6C04A8C01E31},380000,2020-06-05,BS6 6QB,F,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL,BS6
{AC07BBCF-D9BA-0445-E053-6C04A8C01E31},267000,2020-05-22,BS10 5DA,S,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL,BS10
{AC07BBCF-D9BB-0445-E053-6C04A8C01E31},245000,2020-06-02,BS16 4AJ,T,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL,BS16
{AC07BBCF-D9BC-0445-E053-6C04A8C01E31},345000,2020-05-27,BS8 4UJ,F,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL,BS8
{AC07BBCF-D9BD-0445-E053-6C04A8C01E31},175000,2020-06-26,BS2 8RL,F,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL,BS2
{AC07BBCF-D9BE-0445-E053-6C04A8C01E31},460000,2020-05-07,BS4 5DJ,D,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL,BS4
{AC07BBCF-D9BF-0445-E053-6C04A8C01E31},185000,2020-05-29,BS10 6TS,F,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL,BS10
{AC07BBCF-D9C0-0445-E053-6C04A8C01E31},205000,2020-05-22,BS4 1TN,S,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL,BS4
{AC07BBCF-D9C1-0445-E053-6C04A8C01E31},418000,2020-05-07,BS7 8SH,T,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL,BS7
{AC07BBCF-D9C2-0445-E053-6C04A8C01E31},410000,2020-06-05,BS3 1EE,T,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL,BS3
{AC07BBCF-D9C4-0445-E053-6C04A8C01E31},194600,2020-05-22,BS1 6LE,F,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL,BS1
{AC07BBCF-D9C5-0445-E053-6C04A8C01E31},480000,2020-06-09,BS3 1NH,T,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL,BS3
{AC07BBCF-D9C6-0445-E053-6C04A8C01E31},260000,2020-05-01,BS13 7NS,T,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL,BS13
{AC07BBCF-D9C8-0445-E053-6C04A8C01E31},277000,2020-05-26,BS15 1TF,S,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL,BS15
{AC07BBCF-D9C9-0445-E053-6C04A8C01E31},391500,2020-06-05,BS8 2BJ,F,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL,BS8
{AC07BBCF-D9CA-0445-E053-6C04A8C01E31},285250,2020-07-01,BS4 3RU,T,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL,BS4
{AC07BBCF-D9CB-0445-E053-6C04A8C01E31},215000,2020-07-02,BS2 8JR,F,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL,BS2
{AC07BBCF-D9CC-0445-E053-6C04A8C01E31},250000,2020-06-11,BS2 9NS,T,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL,BS2
{AC07BBCF-D9CD-0445-E053-6C04A8C01E31},199950,2020-05-15,BS4 4QD,F,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL,BS4
{AC07BBCF-D9CE-0445-E053-6C04A8C01E31},265000,2020-04-09,BS7 0PS,T,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL,BS7
{AC07BBCF-D9CF-0445-E053-6C04A8C01E31},231000,2020-05-20,BS7 0QA,F,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL,BS7
{AC07BBCF-D9D0-0445-E053-6C04A8C01E31},225000,2020-06-12,BS13 9NH,S,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL,BS13
{AC07BBCF-D9D1-0445-E053-6C04A8C01E31},446000,2020-06-04,BS9 4AW,T,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL,BS9
{AC07BBCF-D9D2-0445-E053-6C04A8C01E31},195000,2020-05-26,BS7 9DX,F,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL,BS7
{AC07BBCF-D9D3-0445-E053-6C04A8C01E31},340000,2020-05-29,BS4 3QR,T,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL,BS4
{AC07BBCF-D9D4-0445-E053-6C04A8C01E31},219600,2020-03-24,BS11 0JU,T,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL,BS11
{AC07BBCF-D9D5-0445-E053-6C04A8C01E31},290000,2020-06-09,BS10 7XB,T,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL,BS10
{AC07BBCF-D9D6-0445-E053-6C04A8C01E31},340000,2020-03-12,BS3 2PN,T,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL,BS3
{AC07BBCF-D9D7-0445-E053-6C04A8C01E31},268000,2020-05-15,BS4 5AF,T,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL,BS4
{AC07BBCF-D9D9-0445-E053-6C04A8C01E31},460000,2020-05-15,BS9 3LQ,T,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL,BS9
{AC07BBCF-D9DA-0445-E053-6C04A8C01E31},295000,2020-05-28,BS3 1DL,F,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL,BS3
{AC07BBCF-D9DB-0445-E053-6C04A8C01E31},132500,2020-06-12,BS15 1ST,F,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL,BS15
{AC07BBCF-D9DC-0445-E053-6C04A8C01E31},530000,2020-05-01,BS8 4LU,D,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL,BS8
{AC07BBCF-D9DD-0445-E053-6C04A8C01E31},237500,2020-06-26,BS7 0NJ,F,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL,BS7
{AC07BBCF-D9DE-0445-E053-6C04A8C01E31},211000,2020-06-19,BS4 1NG,T,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL,BS4
